fecha,volumen,peso medio,temperatura,kgpienso,tipo,info pienso,densidad,bajas,dosisporpezind,densidad biomasa,,
12/02/2018,10,164,"16,40","1,60",D-4 Alterna 2P,,848,,"1,88679245283019","13,9072","139,072","1,15048320294524"
13/02/2018,10,164,"15,60","1,60",D-4 Alterna 2P,,848,,"1,88679245283019","13,9072","139,072","1,15048320294524"
14/02/2018,10,164,"15,60","0,00",D-4 Alterna 2P,,848,,0,"13,9072","139,072",0
15/02/2018,10,164,"17,1","1,60",D-4 Alterna 2P,,848,,"1,88679245283019","13,9072","139,072","1,15048320294524"
16/02/2018,10,164,"17,1","1,60",D-4 Alterna 2P,,848,,"1,88679245283019","13,9072","139,072","1,15048320294524"
17/02/2018,10,164,"16,9","1,44",D-4 Alterna 2P,,848,,"1,69811320754717","13,9072","139,072","1,03543488265071"
18/02/2018,10,164,"16,9","0,80",D-4 Alterna 2P,,848,,"0,943396226415094","13,9072","139,072","0,575241601472619"
19/02/2018,10,164,"17,70","1,28",D-4 Alterna 2P,,848,,"1,50943396226415","13,9072","139,072","0,920386562356189"
20/02/2018,10,164,"17,70","0,00",D-4 Alterna 2P,,847,1,0,"13,8908","138,908",0
21/02/2018,10,164,"19,6","1,12",D-4 Alterna 2P,,847,,"1,32231404958678","13,8908","138,908","0,806289054626084"
22/02/2018,10,164,"18,8","1,12",D-4 Alterna 2P,,847,,"1,32231404958678","13,8908","138,908","0,806289054626084"
23/02/2018,10,164,17,"1,60",D-4 Alterna 2P,,847,,"1,88902007083825","13,8908","138,908","1,15184150660869"
24/02/2018,10,164,"17,7","1,60",D-4 Alterna 2P,,847,,"1,88902007083825","13,8908","138,908","1,15184150660869"
25/02/2018,10,164,"17,10","1,68",D-4 Alterna 2P,,847,,"1,98347107438017","13,8908","138,908","1,20943358193913"
26/02/2018,10,164,"17,00","2,24",D-4 Alterna 2P,,847,,"2,64462809917355","13,8908","138,908","1,61257810925217"
27/02/2018,10,164,17,"1,20",D-4 Alterna 2P,,847,,"1,41676505312869","13,8908","138,908","0,863881129956518"
28/02/2018,10,164,17,"1,52",D-4 Alterna 2P,,847,,"1,79456906729634","13,8908","138,908","1,09424943127826"
01/03/2018,10,191,"18,7","1,60",D-4 Alterna 2P,,847,,"1,88902007083825","16,1777","161,777","0,989015743894373"
02/03/2018,10,191,"17,5","0,00",D-4 Alterna 2P,,847,,0,"16,1777","161,777",0
03/03/2018,10,191,18,"1,68",D-4 Alterna 2P,,847,,"1,98347107438017","16,1777","161,777","1,03846653108909"
04/03/2018,10,191,"18,2","1,60",D-4 Alterna 2P,,847,,"1,88902007083825","16,1777","161,777","0,989015743894373"
05/03/2018,10,191,"18,2","1,60",D-4 Alterna 2P,,847,,"1,88902007083825","16,1777","161,777","0,989015743894373"
06/03/2018,10,191,"18,1","1,60",D-4 Alterna 2P,,847,,"1,88902007083825","16,1777","161,777","0,989015743894373"
07/03/2018,10,191,"18,2","1,60",D-4 Alterna 2P,,847,,"1,88902007083825","16,1777","161,777","0,989015743894373"
08/03/2018,10,191,18,"1,28",D-4 Alterna 2P,,847,,"1,5112160566706","16,1777","161,777","0,791212595115499"
09/03/2018,10,191,"18,2","1,92",D-4 Alterna 2P,,847,,"2,2668240850059","16,1777","161,777","1,18681889267325"
10/03/2018,10,191,"18,9","1,44",D-4 Alterna 2P,,847,,"1,70011806375443","16,1777","161,777","0,890114169504936"
11/03/2018,10,191,"18,1","1,68",D-4 Alterna 2P,,847,,"1,98347107438017","16,1777","161,777","1,03846653108909"
12/03/2018,10,191,"17,1","2,56",D-4 Alterna 2P,,847,,"3,0224321133412","16,1777","161,777","1,582425190231"
13/03/2018,10,191,18,"2,80",D-4 Alterna 2P,,847,,"3,30578512396694","16,1777","161,777","1,73077755181515"
14/03/2018,10,191,18,"1,92",D-4 Alterna 2P,,847,,"2,2668240850059","16,1777","161,777","1,18681889267325"
15/03/2018,10,191,"18,5","1,92",D-4 Alterna 2P,,847,,"2,2668240850059","16,1777","161,777","1,18681889267325"
16/03/2018,10,191,"17,9","1,36",D-4 Alterna 2P,,847,,"1,60566706021251","16,1777","161,777","0,840663382310217"
17/03/2018,10,191,"17,6","1,28",D-4 Alterna 2P,,847,,"1,5112160566706","16,1777","161,777","0,791212595115499"
18/03/2018,10,191,"17,9","1,28",D-4 Alterna 2P,,847,,"1,5112160566706","16,1777","161,777","0,791212595115499"
19/03/2018,10,191,"17,6","1,44",D-4 Alterna 2P,,847,,"1,70011806375443","16,1777","161,777","0,890114169504936"
20/03/2018,10,191,"16,6","1,60",D-4 Alterna 2P,,847,,"1,88902007083825","16,1777","161,777","0,989015743894373"
21/03/2018,10,191,17,"1,60",D-4 Alterna 2P,,847,,"1,88902007083825","16,1777","161,777","0,989015743894373"
22/03/2018,10,191,"16,9","1,76",D-4 Alterna 2P,,847,,"2,07792207792208","16,1777","161,777","1,08791731828381"
23/03/2018,10,191,17,"1,84",D-4 Alterna 2P,,846,1,"2,17494089834515","16,1586","161,586","1,13871251222259"
24/03/2018,10,191,"17,1","1,44",D-4 Alterna 2P,,846,,"1,70212765957447","16,1586","161,586","0,891166313913334"
25/03/2018,10,191,"16,7","1,20",D-4 Alterna 2P,,846,,"1,41843971631206","16,1586","161,586","0,742638594927778"
26/03/2018,10,191,17,"1,60",D-4 Alterna 2P,,846,,"1,89125295508274","16,1586","161,586","0,990184793237038"
27/03/2018,10,191,"17,6","1,60",D-4 Alterna 2P,,846,,"1,89125295508274","16,1586","161,586","0,990184793237038"
28/03/2018,10,191,"18,1","1,68",D-4 Alterna 2P,,846,,"1,98581560283688","16,1586","161,586","1,03969403289889"
29/03/2018,10,191,"18,1","1,60",D-4 Alterna 2P,,846,,"1,89125295508274","16,1586","161,586","0,990184793237038"
30/03/2018,10,191,"17,7","1,60",D-4 Alterna 2P,,846,,"1,89125295508274","16,1586","161,586","0,990184793237038"
31/03/2018,10,191,"16,8","1,20",D-4 Alterna 2P,,846,,"1,41843971631206","16,1586","161,586","0,742638594927778"
01/04/2018,10,217,"17,9","1,68",D-4 Alterna 2P,,846,,"1,98581560283688","18,3582","183,582","0,915122397620682"
02/04/2018,10,217,17,"2,24",D-4 Alterna 2P,,846,,"2,64775413711584","18,3582","183,582","1,22016319682758"
03/04/2018,10,217,"17,6","0,00",D-4 Alterna 2P,,845,1,0,"18,3365","183,365",0
04/04/2018,10,217,"18,5","0,00",D-4 Alterna 2P,,845,,0,"18,3365","183,365",0
05/04/2018,10,217,18,"0,24",D-4 Alterna 2P,,845,,"0,284023668639053","18,3365","183,365","0,130886483243803"
06/04/2018,10,217,"18,2","1,60",D-4 Alterna 2P,,845,,"1,89349112426036","18,3365","183,365","0,872576554958689"
07/04/2018,10,217,18,"1,92",D-4 Alterna 2P,,845,,"2,27218934911243","18,3365","183,365","1,04709186595043"
08/04/2018,10,217,"18,2","1,92",D-4 Alterna 2P,,845,,"2,27218934911243","18,3365","183,365","1,04709186595043"
09/04/2018,10,217,18,"1,44",D-4 Alterna 2P,,845,,"1,70414201183432","18,3365","183,365","0,78531889946282"
10/04/2018,10,217,"17,6","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","18,3365","183,365","1,30886483243803"
11/04/2018,10,217,"17,7","2,80",D-4 Alterna 2P,,845,,"3,31360946745562","18,3365","183,365","1,52700897117771"
12/04/2018,10,217,18,"3,20",D-4 Alterna 2P,,845,,"3,78698224852071","18,3365","183,365","1,74515310991738"
13/04/2018,10,217,"17,3","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","18,3365","183,365","1,30886483243803"
14/04/2018,10,217,"17,6","0,80",D-4 Alterna 2P,,845,,"0,946745562130178","18,3365","183,365","0,436288277479344"
15/04/2018,10,217,"17,4","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","18,3365","183,365","1,30886483243803"
16/04/2018,10,217,"17,6","3,12",D-4 Alterna 2P,,845,,"3,69230769230769","18,3365","183,365","1,70152428216944"
17/04/2018,10,217,"17,3","2,56",D-4 Alterna 2P,,845,,"3,02958579881657","18,3365","183,365","1,3961224879339"
18/04/2018,10,217,18,"1,92",D-4 Alterna 2P,,845,,"2,27218934911243","18,3365","183,365","1,04709186595043"
19/04/2018,10,217,"17,9","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","18,3365","183,365","1,30886483243803"
20/04/2018,10,217,"17,2","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","18,3365","183,365","1,30886483243803"
21/04/2018,10,217,"17,9","1,60",D-4 Alterna 2P,,845,,"1,89349112426036","18,3365","183,365","0,872576554958689"
22/04/2018,10,217,18,"0,80",D-4 Alterna 2P,,845,,"0,946745562130178","18,3365","183,365","0,436288277479344"
23/04/2018,10,217,18,"0,00",D-4 Alterna 2P,,845,,0,"18,3365","183,365",0
24/04/2018,10,217,"18,1","3,12",D-4 Alterna 2P,,845,,"3,69230769230769","18,3365","183,365","1,70152428216944"
25/04/2018,10,217,"17,8","2,88",D-4 Alterna 2P,,845,,"3,40828402366864","18,3365","183,365","1,57063779892564"
26/04/2018,10,217,"18,1","2,56",D-4 Alterna 2P,,845,,"3,02958579881657","18,3365","183,365","1,3961224879339"
27/04/2018,10,217,"17,3","3,68",D-4 Alterna 2P,,845,,"4,35502958579882","18,3365","183,365","2,00692607640498"
28/04/2018,10,217,18,"2,88",D-4 Alterna 2P,,845,,"3,40828402366864","18,3365","183,365","1,57063779892564"
29/04/2018,10,217,18,"2,40",D-4 Alterna 2P,,845,,"2,84023668639053","18,3365","183,365","1,30886483243803"
30/04/2018,10,217,"17,9","2,72",D-4 Alterna 2P,,845,,"3,2189349112426","18,3365","183,365","1,48338014342977"
01/05/2018,10,260,"17,9","2,80",D-4 Alterna 2P,,845,,"3,31360946745562","21,97","219,7","1,27446517979062"
02/05/2018,10,260,"18,2","2,96",D-4 Alterna 2P,,845,,"3,50295857988166","21,97","219,7","1,34729176149295"
03/05/2018,10,260,"19,9","2,88",D-4 Alterna 2P,,845,,"3,40828402366864","21,97","219,7","1,31087847064178"
04/05/2018,10,260,"18,2","2,88",D-4 Alterna 2P,,845,,"3,40828402366864","21,97","219,7","1,31087847064178"
05/05/2018,10,260,"17,9","2,88",D-4 Alterna 2P,,845,,"3,40828402366864","21,97","219,7","1,31087847064178"
06/05/2018,10,260,"17,8","2,88",D-4 Alterna 2P,,845,,"3,40828402366864","21,97","219,7","1,31087847064178"
07/05/2018,10,260,18,"2,40",D-4 Alterna 2P,,845,,"2,84023668639053","21,97","219,7","1,09239872553482"
08/05/2018,10,260,"18,8","1,60",D-4 Alterna 2P,,845,,"1,89349112426036","21,97","219,7","0,728265817023214"
09/05/2018,10,260,"19,3","2,08",D-4 Alterna 2P,,845,,"2,46153846153846","21,97","219,7","0,946745562130178"
10/05/2018,10,260,"19,1","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","21,97","219,7","1,09239872553482"
11/05/2018,10,260,"19,2","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","21,97","219,7","1,09239872553482"
12/05/2018,10,260,"18,8","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","21,97","219,7","1,09239872553482"
13/05/2018,10,260,"18,4","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","21,97","219,7","1,09239872553482"
14/05/2018,10,260,"18,3","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","21,97","219,7","1,09239872553482"
15/05/2018,10,260,"18,4","2,40",D-4 Alterna 2P,,845,,"2,84023668639053","21,97","219,7","1,09239872553482"
16/05/2018,10,260,"18,9","1,76",D-4 Alterna 2P,,845,,"2,08284023668639","21,97","219,7","0,801092398725535"
17/05/2018,10,260,"18,9","2,80",D-4 Alterna 2P,,845,,"3,31360946745562","21,97","219,7","1,27446517979062"
18/05/2018,10,260,19,"1,44",D-4 Alterna 2P,,844,1,"1,70616113744076","21,944","219,44","0,656215822092599"
19/05/2018,10,260,"18,9","2,88",D-4 Alterna 2P,,844,,"3,41232227488152","21,944","219,44","1,3124316441852"
20/05/2018,10,260,"18,9","2,40",D-4 Alterna 2P,,844,,"2,8436018957346","21,944","219,44","1,093693036821"
21/05/2018,10,260,19,"2,00",D-4 Alterna 2P,,844,,"2,3696682464455","21,944","219,44","0,911410864017499"
22/05/2018,10,260,"19,5","3,60",D-4 Alterna 2P,,844,,"4,2654028436019","21,944","219,44","1,6405395552315"
23/05/2018,10,260,"19,5","2,24",D-4 Alterna 2P,,844,,"2,65402843601896","21,944","219,44","1,0207801676996"
24/05/2018,10,260,"19,6","3,52",D-4 Alterna 2P,,844,,"4,17061611374408","21,944","219,44","1,6040831206708"
25/05/2018,10,260,"20,2","3,20",D-4 Alterna 2P,,844,,"3,7914691943128","21,944","219,44","1,458257382428"
26/05/2018,10,260,"19,7","2,88",D-4 Alterna 2P,,844,,"3,41232227488152","21,944","219,44","1,3124316441852"
27/05/2018,10,260,"19,7","2,40",D-4 Alterna 2P,,844,,"2,8436018957346","21,944","219,44","1,093693036821"
28/05/2018,10,260,20,"1,60",D-4 Alterna 2P,,844,,"1,8957345971564","21,944","219,44","0,729128691213999"
29/05/2018,10,260,20,"4,00",D-4 Alterna 2P,,844,,"4,739336492891","21,944","219,44","1,822821728035"
30/05/2018,10,260,"19,7","1,60",D-4 Alterna 2P,,844,,"1,8957345971564","21,944","219,44","0,729128691213999"
31/05/2018,10,260,"19,8","2,08",D-4 Alterna 2P,,844,,"2,46445497630332","21,944","219,44","0,947867298578199"
01/06/2018,10,305,20,"3,20",D-4 Alterna 2P,,844,,"3,7914691943128","25,742","257,42","1,24310465387305"
02/06/2018,10,305,"19,3","2,80",D-4 Alterna 2P,,844,,"3,3175355450237","25,742","257,42","1,08771657213892"
03/06/2018,10,305,"19,5","2,40",D-4 Alterna 2P,,844,,"2,8436018957346","25,742","257,42","0,932328490404786"
04/06/2018,10,305,"20,1","0,00",D-4 Alterna 2P,,844,,0,"25,742","257,42",0
05/06/2018,10,305,"19,3","0,00",D-4 Alterna 2P,,844,,0,"25,742","257,42",0
06/06/2018,10,305,"19,5","2,40",D-4 Alterna 2P,,844,,"2,8436018957346","25,742","257,42","0,932328490404786"
07/06/2018,10,305,19,"4,24",D-4 Alterna 2P,,844,,"5,02369668246446","25,742","257,42","1,64711366638179"
08/06/2018,10,305,19,"2,72",D-4 Alterna 2P,,844,,"3,22274881516588","25,742","257,42","1,05663895579209"
09/06/2018,10,305,19,"1,76",D-4 Alterna 2P,,844,,"2,08530805687204","25,742","257,42","0,683707559630176"
10/06/2018,10,305,"19,2","0,00",D-4 Alterna 2P,,844,,0,"25,742","257,42",0
11/06/2018,10,305,"19,2","2,80",D-4 Alterna 2P,,844,,"3,3175355450237","25,742","257,42","1,08771657213892"
12/06/2018,10,305,"19,4","3,20",D-4 Alterna 2P,,844,,"3,7914691943128","25,742","257,42","1,24310465387305"
13/06/2018,10,305,"19,4","3,12",D-4 Alterna 2P,,844,,"3,69668246445498","25,742","257,42","1,21202703752622"
14/06/2018,10,305,"19,5","3,12",D-4 Alterna 2P,,844,,"3,69668246445498","25,742","257,42","1,21202703752622"
15/06/2018,10,305,"19,4","1,76",D-4 Alterna 2P,,844,,"2,08530805687204","25,742","257,42","0,683707559630176"
16/06/2018,10,305,19,"0,00",D-4 Alterna 2P,,844,,0,"25,742","257,42",0
17/06/2018,10,305,19,"1,92",D-4 Alterna 2P,,844,,"2,27488151658768","25,742","257,42","0,745862792323829"
18/06/2018,10,305,"19,7","2,24",D-4 Alterna 2P,,844,,"2,65402843601896","25,742","257,42","0,870173257711134"
19/06/2018,10,305,20,"2,40",D-4 Alterna 2P,,844,,"2,8436018957346","25,742","257,42","0,932328490404786"
20/06/2018,10,305,19,"2,16",D-4 Alterna 2P,,844,,"2,55924170616114","25,742","257,42","0,839095641364307"
21/06/2018,10,305,"20,5","2,40",D-4 Alterna 2P,,844,,"2,8436018957346","25,742","257,42","0,932328490404786"
22/06/2018,10,305,"20,3","2,40",D-4 Alterna 2P,,844,,"2,8436018957346","25,742","257,42","0,932328490404786"
23/06/2018,10,305,"20,3","0,80",D-4 Alterna 2P,,844,,"0,947867298578199","25,742","257,42","0,310776163468262"
24/06/2018,10,305,"20,8","2,40",D-4 Alterna 2P,,844,,"2,8436018957346","25,742","257,42","0,932328490404786"
25/06/2018,10,305,"20,7","2,24",D-4 Alterna 2P,,844,,"2,65402843601896","25,742","257,42","0,870173257711134"
26/06/2018,10,305,"20,5","0,00",D-4 Alterna 2P,,844,,0,"25,742","257,42",0
27/06/2018,10,305,"20,3","2,40",D-4 Alterna 2P,,844,,"2,8436018957346","25,742","257,42","0,932328490404786"
28/06/2018,10,305,"20,6","3,20",D-4 Alterna 2P,,843,1,"3,79596678529063","25,7115","257,115","1,24457927386578"
29/06/2018,10,305,"20,5","4,80",D-4 Alterna 2P,,843,,"5,69395017793594","25,7115","257,115","1,86686891079867"
30/06/2018,10,305,"20,6","2,40",D-4 Alterna 2P,,843,,"2,84697508896797","25,7115","257,115","0,933434455399335"
01/07/2018,10,343,"20,8","2,40",D-6 Optibream AE 3,,843,,"2,84697508896797","28,9149","289,149","0,830021891827397"
02/07/2018,10,343,"20,7","0,00",D-6 Optibream AE 3,,843,,0,"28,9149","289,149",0
03/07/2018,10,343,"20,7","0,00",D-6 Optibream AE 3,,841,2,0,"28,8463","288,463",0
04/07/2018,20,343,"20,4","0,00",D-6 Optibream AE 3,,841,,0,"14,42315","288,463",0
05/07/2018,20,343,"20,7","0,56",D-6 Optibream AE 3,,841,,"0,665873959571938","14,42315","288,463","0,194132349729428"
06/07/2018,20,343,"20,5","1,20",D-6 Optibream AE 3,,841,,"1,4268727705113","14,42315","288,463","0,415997892277346"
07/07/2018,20,343,"20,3","2,40",D-6 Optibream AE 3,,841,,"2,85374554102259","14,42315","288,463","0,831995784554692"
08/07/2018,20,343,"20,5","0,00",D-6 Optibream AE 3,,841,,0,"14,42315","288,463",0
09/07/2018,20,343,20,"2,40",D-6 Optibream AE 3,,841,,"2,85374554102259","14,42315","288,463","0,831995784554692"
10/07/2018,20,343,"20,4","2,40",D-6 Optibream AE 3,,841,,"2,85374554102259","14,42315","288,463","0,831995784554692"
11/07/2018,20,343,20,"2,40",D-6 Optibream AE 3,,841,,"2,85374554102259","14,42315","288,463","0,831995784554692"
12/07/2018,20,343,"18,7","0,48",D-6 Optibream AE 3,,841,,"0,570749108204518","14,42315","288,463","0,166399156910938"
13/07/2018,20,343,"18,3","2,40",D-6 Optibream AE 3,,841,,"2,85374554102259","14,42315","288,463","0,831995784554692"
14/07/2018,20,343,18,"2,40",D-6 Optibream AE 3,,841,,"2,85374554102259","14,42315","288,463","0,831995784554692"
15/07/2018,20,343,18,"0,00",D-6 Optibream AE 3,,841,,0,"14,42315","288,463",0
16/07/2018,20,343,20,"0,00",D-6 Optibream AE 3,,841,,0,"14,42315","288,463",0
17/07/2018,20,343,"18,3","0,00",D-6 Optibream AE 3,,837,4,0,"14,35455","287,091",0
18/07/2018,20,343,"19,9","2,00",D-6 Optibream AE 3,,837,,"2,389486260454","14,35455","287,091","0,696643224622158"
19/07/2018,20,343,19,"2,00",D-6 Optibream AE 3,,837,,"2,389486260454","14,35455","287,091","0,696643224622158"
20/07/2018,20,343,"19,7","3,20",D-6 Optibream AE 3,,837,,"3,8231780167264","14,35455","287,091","1,11462915939545"
21/07/2018,20,343,20,"3,20",D-6 Optibream AE 3,,837,,"3,8231780167264","14,35455","287,091","1,11462915939545"
22/07/2018,20,343,19,"3,20",D-6 Optibream AE 3,,837,,"3,8231780167264","14,35455","287,091","1,11462915939545"
23/07/2018,20,343,"20,5","0,00",D-6 Optibream AE 3,,837,,0,"14,35455","287,091",0
24/07/2018,20,343,"21,1","2,40",D-6 Optibream AE 3,,837,,"2,8673835125448","14,35455","287,091","0,83597186954659"
25/07/2018,20,343,"21,4","2,40",D-6 Optibream AE 3,,837,,"2,8673835125448","14,35455","287,091","0,83597186954659"
26/07/2018,20,343,"21,4","2,40",D-6 Optibream AE 3,,837,,"2,8673835125448","14,35455","287,091","0,83597186954659"
27/07/2018,20,343,"21,5","2,40",D-6 Optibream AE 3,,837,,"2,8673835125448","14,35455","287,091","0,83597186954659"
28/07/2018,20,343,"21,5","2,40",D-6 Optibream AE 3,,837,,"2,8673835125448","14,35455","287,091","0,83597186954659"
29/07/2018,20,343,"21,3","2,40",D-6 Optibream AE 3,,837,,"2,8673835125448","14,35455","287,091","0,83597186954659"
30/07/2018,20,343,"21,5","3,20",D-6 Optibream AE 3,,837,,"3,8231780167264","14,35455","287,091","1,11462915939545"
31/07/2018,20,343,"21,5","0,00",D-6 Optibream AE 3,,837,,0,"14,35455","287,091",0
01/08/2018,20,380,"21,5","2,32",Vitalis Repro,,837,,"2,77180406212664","15,903","318,06","0,729422121612274"
02/08/2018,20,380,"21,5","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
03/08/2018,20,380,"21,4","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
04/08/2018,20,380,"21,2","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
05/08/2018,20,380,"21,7","3,20",Vitalis Repro,,837,,"3,8231780167264","15,903","318,06","1,0060994780859"
06/08/2018,20,380,"21,6","2,64",Vitalis Repro,,837,,"3,15412186379928","15,903","318,06","0,830032069420864"
07/08/2018,20,380,"21,6","2,80",Vitalis Repro,,837,,"3,3452807646356","15,903","318,06","0,880337043325159"
08/08/2018,20,380,"21,3","0,00",Vitalis Repro,,837,,0,"15,903","318,06",0
09/08/2018,20,380,"21,4","2,88",Vitalis Repro,,837,,"3,44086021505376","15,903","318,06","0,905489530277306"
10/08/2018,20,380,"21,1","2,88",Vitalis Repro,,837,,"3,44086021505376","15,903","318,06","0,905489530277306"
11/08/2018,20,380,"21,2","2,24",Vitalis Repro,,837,,"2,67622461170848","15,903","318,06","0,704269634660127"
12/08/2018,20,380,"21,2","0,00",Vitalis Repro,,837,,0,"15,903","318,06",0
13/08/2018,20,380,"20,9","3,20",Vitalis Repro,,837,,"3,8231780167264","15,903","318,06","1,0060994780859"
14/08/2018,20,380,"20,9","3,20",Vitalis Repro,,837,,"3,8231780167264","15,903","318,06","1,0060994780859"
15/08/2018,20,380,"21,2","3,04",Vitalis Repro,,837,,"3,63201911589008","15,903","318,06","0,955794504181601"
16/08/2018,20,380,"21,2","2,96",Vitalis Repro,,837,,"3,53643966547192","15,903","318,06","0,930642017229454"
17/08/2018,20,380,"21,4","0,56",Vitalis Repro,,837,,"0,669056152927121","15,903","318,06","0,176067408665032"
18/08/2018,20,380,"20,9","2,40",Vitalis Repro,,837,,"2,8673835125448","15,903","318,06","0,754574608564422"
19/08/2018,20,380,21,"0,00",Vitalis Repro,,837,,0,"15,903","318,06",0
20/08/2018,20,380,"20,9","2,56",Vitalis Repro,,837,,"3,05854241338112","15,903","318,06","0,804879582468717"
21/08/2018,20,380,"21,3","2,40",Vitalis Repro,,837,,"2,8673835125448","15,903","318,06","0,754574608564422"
22/08/2018,20,380,"21,1","2,80",Vitalis Repro,,837,,"3,3452807646356","15,903","318,06","0,880337043325159"
23/08/2018,20,380,"21,2","3,20",Vitalis Repro,,837,,"3,8231780167264","15,903","318,06","1,0060994780859"
24/08/2018,20,380,"21,3","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
25/08/2018,20,380,"21,6","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
26/08/2018,20,380,"21,1","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
27/08/2018,20,380,"21,1","0,00",Vitalis Repro,,837,,0,"15,903","318,06",0
28/08/2018,20,380,"21,1","0,00",Vitalis Repro,,837,,0,"15,903","318,06",0
29/08/2018,20,380,"21,2","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
30/08/2018,20,380,"21,2","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
31/08/2018,20,380,"19,6","3,60",Vitalis Repro,,837,,"4,3010752688172","15,903","318,06","1,13186191284663"
01/09/2018,20,416,"19,5","2,40",Vitalis Repro,,837,,"2,8673835125448","17,4096","348,192","0,68927488282327"
02/09/2018,20,416,19,"3,20",Vitalis Repro,,837,,"3,8231780167264","17,4096","348,192","0,919033177097693"
03/09/2018,20,416,"20,5","0,00",Vitalis Repro,,837,,0,"17,4096","348,192",0
04/09/2018,20,416,"20,5","0,00",Vitalis Repro,,837,,0,"17,4096","348,192",0
05/09/2018,20,416,"19,5","2,64",Vitalis Repro,,837,,"3,15412186379928","17,4096","348,192","0,758202371105597"
06/09/2018,20,416,"18,8","3,84",Vitalis Repro,,837,,"4,58781362007168","17,4096","348,192","1,10283981251723"
07/09/2018,20,416,"18,3","4,40",Vitalis Repro,,837,,"5,25686977299881","17,4096","348,192","1,26367061850933"
08/09/2018,20,416,"18,3","4,32",Vitalis Repro,,837,,"5,16129032258065","17,4096","348,192","1,24069478908189"
09/09/2018,20,416,"18,2","3,60",Vitalis Repro,,837,,"4,3010752688172","17,4096","348,192","1,0339123242349"
10/09/2018,20,416,18,"3,04",Vitalis Repro,,837,,"3,63201911589008","17,4096","348,192","0,873081518242809"
11/09/2018,20,416,"18,3","3,36",Vitalis Repro,,837,,"4,01433691756272","17,4096","348,192","0,964984835952578"
12/09/2018,20,416,"18,1","0,00",Vitalis Repro,,837,,0,"17,4096","348,192",0
13/09/2018,20,416,"18,6","3,20",Vitalis Repro,,837,,"3,8231780167264","17,4096","348,192","0,919033177097693"
14/09/2018,20,416,"18,6","3,60",Vitalis Repro,,837,,"4,3010752688172","17,4096","348,192","1,0339123242349"
15/09/2018,20,416,"17,5","3,60",Vitalis Repro,,837,,"4,3010752688172","17,4096","348,192","1,0339123242349"
16/09/2018,20,416,18,"1,76",Vitalis Repro,,837,,"2,10274790919952","17,4096","348,192","0,505468247403731"
17/09/2018,20,416,"18,5","1,76",Vitalis Repro,,837,,"2,10274790919952","17,4096","348,192","0,505468247403731"
18/09/2018,20,416,"18,6","1,76",Vitalis Repro,,837,,"2,10274790919952","17,4096","348,192","0,505468247403731"
19/09/2018,20,416,"18,2","0,00",Vitalis Repro,,837,,0,"17,4096","348,192",0
20/09/2018,20,416,"19,2","2,40",Vitalis Repro,,837,,"2,8673835125448","17,4096","348,192","0,68927488282327"
21/09/2018,20,416,"18,5","1,76",Vitalis Repro,,837,,"2,10274790919952","17,4096","348,192","0,505468247403731"
22/09/2018,20,416,"19,5","0,00",Vitalis Repro,,837,,0,"17,4096","348,192",0
23/09/2018,20,416,"17,7","1,76",Vitalis Repro,,837,,"2,10274790919952","17,4096","348,192","0,505468247403731"
24/09/2018,20,416,"18,5","1,76",Vitalis Repro,,837,,"2,10274790919952","17,4096","348,192","0,505468247403731"
25/09/2018,20,416,"18,4","1,92",Vitalis Repro,,837,,"2,29390681003584","17,4096","348,192","0,551419906258616"
26/09/2018,20,416,19,"1,92",Vitalis Repro,,837,,"2,29390681003584","17,4096","348,192","0,551419906258616"
27/09/2018,20,416,"18,8","0,00",Vitalis Repro,,837,,0,"17,4096","348,192",0
28/09/2018,20,416,"18,7","2,00",Vitalis Repro,,837,,"2,389486260454","17,4096","348,192","0,574395735686058"
29/09/2018,20,416,18,"1,76",Vitalis Repro,,837,,"2,10274790919952","17,4096","348,192","0,505468247403731"
30/09/2018,20,416,"18,5","0,00",Vitalis Repro,,837,,0,"17,4096","348,192",0
01/10/2018,20,452,"17,5","2,40",Vitalis Repro,,837,,"2,8673835125448","18,9162","378,324","0,634376883306372"
02/10/2018,20,452,"17,7","2,40",Vitalis Repro,,837,,"2,8673835125448","18,9162","378,324","0,634376883306372"
